Love	Sexual_intercourse	6.77
Tiger	Cat	7.35
Tiger	Tiger	10
Book	Paper	7.46
Computer	Keyboard_(computing)	7.62
Computer	Internet	7.58
Airplane	Automobile	5.77
Train	Automobile	6.31
Telephone	Telecommunication	7.5
Television	Radio_broadcasting	6.77
Mass_media	Radio	7.42
Drug	Abuse	6.85
Bread	Butter	6.19
Cucumber	Potato	5.92
Physician	Nurse	7
Professor	Doctorate	6.62
Student	Professor	6.81
Intelligence	Student	4.62
Intelligence	Stupidity	5.81
Company	Stock	7.08
Stock	Market	8.08
Stock	Telephone	1.62
Stock	Compact_Disc	1.31
Stock	Jaguar_Cars	0.92
Stock	Egg_(food)	1.81
Fertility	Egg_(biology)	6.69
Stock	Life	3.73
Stock	Life	0.92
Book	Library	7.46
Bank	Money	8.12
Wood	Forest	7.73
Money	Cash	9.15
Professor	Cucumber	0.31
King	Cabbage	0.23
King	Queen_regnant	8.58
King_(chess)	Rook_(chess)	5.92
Bishop	Rabbi	6.69
Jerusalem	Israel	8.46
Jerusalem	Palestinian_people	7.65
Sacred	Sexual_intercourse	1.62
Fuck	Sexual_intercourse	9.44
Diego_Maradona	Association_football	8.62
Association_football	Association_football	9.03
American_football	Basketball	6.81
Association_football	Tennis	6.63
Tennis	Racquet	7.56
Yasser_Arafat	Peace	6.73
Yasser_Arafat	Terrorism	7.65
Yasser_Arafat	Michael_Jackson	2.5
Law	Lawyer	8.38
Film	Celebrity	7.38
Film	Popcorn	6.19
Film	Film_criticism	6.73
Film	Movie_theater	7.92
Physics	Proton	8.12
Physics	Chemistry	7.35
Space	Chemistry	4.88
Alcohol	Chemistry	5.54
Vodka	Gin	8.46
Vodka	Brandy	8.13
Alcoholic_beverage	Automobile	3.04
Drink	Ear	1.31
Drink	Mouth	5.96
Drinking	Eating	6.87
Infant	Mother	7.85
Drink	Mother	2.65
Automobile	Automobile	8.94
Gemstone	Gemstone	8.96
Travel	Travel	9.29
Boy	Boy	8.83
Coast	Shore	9.1
Insane_asylum	Psychiatric_hospital	8.87
Magician_(fantasy)	Magician_(fantasy)	9.02
Noon	Noon	9.29
Furnace	Stove	8.79
Food	Fruit	7.52
Bird	Rooster	7.1
Bird	Crane_(bird)	7.38
Tool	Tool	6.46
Monk	Monk	6.27
Crane_(machine)	Tool	2.69
Boy	Brother	4.46
Travel	Automobile	5.85
Monk	Oracle	5
Cemetery	Woodland	2.08
Food	Rooster	4.42
Coast	Hill	4.38
Forest	Graveyard	1.85
Shore	Woodland	3.08
Monk	Slavery	0.92
Coast	Forest	3.15
Boy	Magician_(fantasy)	0.92
Chord_(geometry)	Smile	0.54
Glass	Magic_(illusion)	2.08
Noon	Twine	0.54
Rooster	Travel	0.62
Money	Dollar	8.42
Money	Cash	9.08
Money	Currency	9.04
Money	Wealth_(economics)	8.27
Money	Property	7.57
Money	Possession_(law)	7.29
Money	Bank	8.5
Money	Deposit_account	7.73
Money	Money	6.88
Money	Money_laundering	5.65
Money	Surgery	3.31
Tiger	Jaguar	8
Tiger	Felidae	8
Tiger	Carnivore	7.08
Tiger	Mammal	6.85
Tiger	Animal	7
Tiger	Organism	4.77
Tiger	Fauna	5.62
Tiger	Zoo	5.87
Psychology	Psychiatry	8.08
Psychology	Anxiety	7
Psychology	Fear	6.85
Psychology	Major_depressive_disorder	7.42
Psychology	Clinic	6.58
Psychology	Physician	6.42
Psychology	Sigmund_Freud	8.21
Psychology	Mind	7.69
Psychology	Health	7.23
Psychology	Science	6.71
Psychology	List_of_academic_disciplines	5.58
Psychology	Cognition	7.48
Planet	Star	8.45
Planet	Constellation	8.06
Planet	Natural_satellite	8.08
Planet	Sun	8.02
Planet	Galaxy	8.11
Planet	Outer_space	7.92
Planet	Astronomer	7.94
Precedent	null	5.85
Precedent	Information	3.85
Precedent	Cognition	2.81
Precedent	Law	6.65
Precedent	Collecting	2.5
Precedent	Group_(sociology)	1.77
Precedent	Antecedent	6.04
Drinkware	Coffee	6.58
Drinkware	Tableware	6.85
Drinkware	null	2.4
Drinkware	Artifact_(archaeology)	2.92
Drinkware	Physical_body	3.69
Drinkware	Entity	2.15
Drinkware	Drink	7.25
Drinkware	Food	5
Drinkware	Substance	1.92
Drinkware	Liquid	5.9
Jaguar	Cat	7.42
Jaguar_Cars	Automobile	7.27
Energy	Secretary	1.81
Minister_(government)	Senate	5.06
Energy	Laboratory	5.09
Computer	Laboratory	6.78
Weapon	Secrecy	6.06
Federal_Bureau_of_Investigation	Fingerprint	6.94
Federal_Bureau_of_Investigation	Criminal_procedure	8.31
Investigation	Energy	4.59
Mars	Water	2.94
Mars	Scientist	5.63
News	Report	8.16
Canyon	Landscape	7.53
Image	Surface	4.56
Discovery_(observation)	Space	6.34
Water	Soil_mechanics	6.56
Sign	Recess_(break)	2.38
Wednesday	News	2.22
Mile	Kilometre	8.66
Computer	News	4.47
Territory	Surface	5.34
Atmosphere	Landscape	3.69
President	Medal	3
War	Soldier	8.13
World_record	Number	6.31
Skin	Eye	6.22
Japanese_people	United_States	6.5
Theatre	History	3.91
Volunteer	Motto	2.56
Prejudice	Recognition	3
Military_decoration	Courage	5.63
Century	Year	7.59
Century	Nation	3.16
Delay	Racism	1.19
Delay	News	3.31
Minister_(government)	Political_party	6.63
Peace	Plan_(policy_debate)	4.75
Minority_group	Peace	3.69
null	Peace	4.25
Government	Crisis	6.56
Military_deployment	Departure	4.25
Military_deployment	Withdrawal_(military)	5.88
Energy_industry	Crisis	5.94
Announcer	News	7.56
Announcer	Energy	2.75
Stroke	Hospital	7.03
Disability	Death	5.47
Victimology	Emergency	6.47
Medication	Healing	7.91
Academic_journal	Professional_body	4.97
Physician	Human_resources	5
Physician	Liability	5.19
Liability	Insurance	7.03
School	null	3.44
Reason	Hypertension	2.31
Reason	null	5.91
100_(number)	Percentage	7.38
Harvard_University	Yale_University	8.13
Hospital	Infrastructure	4.63
Capital_punishment	Death_row	5.25
Capital_punishment	Convict	5.03
Lawyer	Evidence_(law)	6.69
Life	Death	7.88
Life_imprisonment	null	4.5
Word	Similarity	4.75
Board_of_directors	Recommendation	4.47
Governor	Interview	3.25
OPEC	Country	5.63
Peace	Atmosphere	3.69
Peace	Insurance	2.94
Territory	Kilometre	5.28
Travel	Physical_exercise	5
Competition_(economics)	Price	6.44
Consumer	Confidence	4.13
Consumer	Energy_(society)	4.75
Problem	Airport	2.38
Automobile	Flight	4.94
Credit_(finance)	Credit_card	8.06
Credit_(finance)	Information	5.31
Hotel	null	8.03
Grocery_store	Money	5.94
null	null	6
null	Lodging	5.41
Month	Hotel	1.81
